Logs,يادښتونه,
Lost,له لاسه,
Low,ټیټ,
Maintenance,د ساتنې او,
Manufacturer,جوړوونکی,
Mappings,نقشه,
Medium,منځني,
Method,Method,
Model,د نمونوي,
Modified By,بدلون موندلی By,
Name,نوم,
Naming Series,نوم لړۍ,
New,نوی,
Notes,یاداښتونه,
On Hold,په انتظار,
Open,د پرانیستې,
Operation,د عملياتو,
Other,نور,
Overdue,ورځباندې,
Owner,خاوند,
Parameter,د پاراميټر,
Parent Task,د والدین دندې,
Passed,تېر شو,
Pending,په تمه,
Pending Review,انتظار کتنه,
Percent Complete,فيصده بشپړ شوی,
Percentage,سلنه,
Phone,تيليفون,
Phone Number,د تلیفون شمیره,
Planning,د پلان,
Portal,پورتال,
Posting Date,نوکرې نېټه,
Priority,د لومړیتوب,
Progress,پرمختګ,
Purchase,رانيول,
Purchase Date,رانيول نېټه,
Purchase Order,د اخستلو امر,
Purchase Receipt,رانيول رسيد,
Qty,Qty,
Quantity,کمیت,
Rate,Rate,
Rating,درجه,
Read Only,صرف د لوست وړ,
Reason,دلیل,
Received,ترلاسه,
Reference,ماخذ,
Reference DocType,د ډاټا ډول,
Reference Doctype,ماخذ DocType,
Reference Name,د سرچینې نوم,
Rejected,رد,
Reload,Reload,
Remarks,څرګندونې,
Reopen,بېرته پرانيستل,
Resolve,حلول,
Resolved,حل شوی,
Restore,راوګرځوئاو,
Rounded Total,غونډ مونډ Total,
SMS,پیغامونه,
Sales,خرڅلاو,
Sales Manager,خرڅلاو مدير,
Sales User,خرڅلاو کارن,
Scheduled,ټاکل شوې,
Scheduled Date,ټاکل شوې نېټه,
Section,برخه,
Selling Price List,د نرخ پلور لیست,
Serial No,پر له پسې ګڼه,
Session Defaults,د ناستې ټاکل,
Setup,چمتو کول,
Shipping,لېږدول,
Signature,د لاسلیک,
Signed,لاسلیک شوی,
Signed On,لاسلیک شوی,
Small Text,د کوچنیو متن,
Sold,پلورل,
Source DocType,د سرچینې ډاټا ډول,
Source Warehouse,سرچینه ګدام,
Standard,معياري,
Start,بیا,
Status,وضعیت,
Stock Entry,دحمل انفاذ,
Stock UOM,دحمل UOM,
Student,د زده کوونکو,
Subject,مضمون,
Submit,سپارل,
Submitted,ته وسپارل شول,
Subtotal,پاسنۍ,
Suspended,معطل شوی,
System Manager,سيستم مدير,
Task,کاري,
Task Description,د کاري توکی,
Task Name,کاري نوم,
Task Type,د ډول ډول,
Tasks,دندې,
Template Name,کينډۍ نوم,
Terms,اصطلاح ګاني,
Text,متن,
Timestamp,Timestamp,
Title,نوم,
To Date,نن ورځ,
Tools,وسیلې,
Total Cost,ټولیز لګښت،,
Totals,مجموعه,
Type,ډول,
UOM,UOM,
Unit,د واحد,
Unknown,نامعلوم,
Unverified,ناتایید شوی,
Urgent,Urgent,
Valid From,له څخه,
Valid Till,دقیقه,
Valid Upto,پورې,
Valuation Rate,سنجي Rate,
Value,ارزښت,
Verification,تصدیقول,
Verified By,تایید شوي By,
Version,نسخه,
View Website,محتویات وېب پاڼه,
Warehouse,ګدام,
Warranty,ګرنټی,
Workflow State,ننګولې د بهرنیو چارو,
Working,کاري,
